City,URL,Title,DatePosted,Price,Email,Phone
louisville,https://louisville.craigslist.org/roo/d/house-share/6737667746.html,House share,Oct 31
louisville,https://louisville.craigslist.org/roo/d/house-share/6737656438.html,House Share,Oct 31
louisville,https://louisville.craigslist.org/roo/d/new-furnished-one-bedroom-in/6737574923.html,New furnished one bedroom in luxurious home in,Oct 31
louisville,https://louisville.craigslist.org/roo/d/professional-to-share-with/6732608909.html,PROFESSIONAL  TO SHARE WITH SAME,Oct 31
louisville,https://louisville.craigslist.org/roo/d/beautiful-gated-community-on/6737629418.html,"Beautiful gated community on east side, One bedroom Walk in Closet",Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-all-utilities/6737622722.html,Room for rent all utilities included,Oct 31
louisville,https://louisville.craigslist.org/roo/d/dont-be-afraid-transition-to/6735849432.html,Don't be afraid! Transition to sobriety now,Oct 31
louisville,https://louisville.craigslist.org/roo/d/roommate-wanted-in/6737518215.html,Roommate wanted in Jeffersonville,Oct 31
louisville,https://louisville.craigslist.org/roo/d/month-no-lease-or-month-to/6723706607.html,"$425-$500/ month, NO LEASE or Month-to-Month",Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-in-our-spacious/6734370516.html,Room for rent in our spacious apartment in Louisville.,Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-in-beautiful-home-free/6737453847.html,Room in Beautiful Home - Free Cable & Internet,Oct 31
louisville,https://louisville.craigslist.org/roo/d/need-roommmate/6737426568.html,Need a roommmate,Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-in-remodeled/6737390900.html,room for rent in remodeled house,Oct 31
louisville,https://louisville.craigslist.org/roo/d/roommate-needed-in-large/6729146180.html,Roommate Needed in large st.matthew house,Oct 31
louisville,https://louisville.craigslist.org/roo/d/jeffersontown-room-available/6721895871.html,JEFFERSONTOWN  ** ROOM AVAILABLE * Utilities Included,Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-in-house-master/6737210183.html,Room for rent in a house. Master bedroom with private bath,Oct 31
louisville,https://louisville.craigslist.org/roo/d/looking-for-lady-that-needs/6733693797.html,LOOKING FOR A LADY THAT NEEDS A HOME FOR FREE.,Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-share-house/6735477638.html,ROOM FOR RENT & SHARE HOUSE,Oct 31
louisville,https://louisville.craigslist.org/roo/d/rooms-share-house-for-rent/6715570421.html,ROOMS/SHARE HOUSE FOR RENT,Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-share-house-for-rent/6717888038.html,ROOM & SHARE HOUSE FOR RENT,Oct 31
louisville,https://louisville.craigslist.org/roo/d/4bd-house-near-uofl-college/6718319803.html,"4bd House, near UofL, college roommate, laundry, utilities, WiFi",Oct 31
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-immediately/6728806530.html,Room for Rent Immediately,Oct 31
louisville,https://louisville.craigslist.org/roo/d/professional-male-to-share/6734096333.html,PROFESSIONAL MALE  TO SHARE WITH SAME,Oct 31
louisville,https://louisville.craigslist.org/roo/d/comfortable-furnished-rooms/6713985819.html,Comfortable furnished rooms Transition towards your sober life,Oct 31
louisville,https://louisville.craigslist.org/roo/d/stop-struggling-with-recovery/6730654469.html,Stop struggling with recovery and join us now!,Oct 31
louisville,https://louisville.craigslist.org/roo/d/real-solutions-to-substance/6720139963.html,Real solutions to substance abuse,Oct 31
louisville,https://louisville.craigslist.org/roo/d/looking-for-roommate/6737093068.html,Looking for Roommate,Oct 31
louisville,https://louisville.craigslist.org/roo/d/apartment-for-rent/6736808663.html,Apartment for Rent,Oct 30
louisville,https://louisville.craigslist.org/roo/d/roommate-wanted-550-month/6736797595.html,Roommate Wanted - $550 a month,Oct 30
louisville,https://louisville.craigslist.org/roo/d/bed-with-bath/6736688887.html,Bed with bath,Oct 30
louisville,https://louisville.craigslist.org/roo/d/female-roommate-wanted/6736664765.html,Female roommate wanted - Utilities Included,Oct 30
louisville,https://louisville.craigslist.org/roo/d/looking-for-roommate-to-share/6736650169.html,Looking for a roommate to share house $700 mo.,Oct 30
louisville,https://louisville.craigslist.org/roo/d/move-in-special/6736594929.html,MOVE IN SPECIAL,Oct 30
louisville,https://louisville.craigslist.org/roo/d/new-furnished-one-bedroom-in/6711840253.html,New furnished one bedroom in luxurious home in,Oct 30
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-weekly/6722449035.html,Room for Rent-Weekly,Oct 30
louisville,https://louisville.craigslist.org/roo/d/roommate-needed/6731876358.html,Roommate Needed,Oct 30
louisville,https://louisville.craigslist.org/roo/d/nice-2-bedroom-available-for/6722238589.html,Nice 2 bedroom available for male/female,Oct 30
louisville,https://louisville.craigslist.org/roo/d/nice-2-bedroom-available-for/6728480534.html,Nice 2 bedroom available for male/female,Oct 30
louisville,https://louisville.craigslist.org/roo/d/roommates-wanted/6717850485.html,Roommates Wanted,Oct 30
louisville,https://louisville.craigslist.org/roo/d/real-solutions-to-substance/6720139703.html,Real solutions to substance abuse,Oct 30
louisville,https://louisville.craigslist.org/roo/d/1st-of-the-month-special/6736322151.html,1st of the month special 10/31/18 - 11/3/18,Oct 30
louisville,https://louisville.craigslist.org/roo/d/rooms-4-rent/6734379616.html,ROOMS 4 RENT,Oct 30
louisville,https://louisville.craigslist.org/roo/d/comfortable-furnished-rooms/6713984908.html,Comfortable furnished rooms Transition towards your sober life,Oct 30
