City,URL,Title,DatePosted,Price,Email,Phone
louisville,https://louisville.craigslist.org/apa/d/welcome-to-your-new-home/6730958716.html,Welcome To Your New Home BRECKINRIDGE SQUARE!  Visit  Us Today!,Oct 31
louisville,https://louisville.craigslist.org/apa/d/parking-garages-on-site/6735879705.html,"Parking Garages on Site, Recreation Room, Fitness Studio",Oct 31
louisville,https://louisville.craigslist.org/apa/d/on-site-management-recreation/6715042858.html,"On-Site Management, Recreation Room, Tennis Court",Oct 31
louisville,https://louisville.craigslist.org/apa/d/move-in-specials/6737698371.html,MOVE-IN SPECIALS,Oct 31
louisville,https://louisville.craigslist.org/apa/d/swimming-pool-with-new/6735846624.html,"Swimming Pool with New Sundeck, Entry Monitoring System, Ample Parking",Oct 31
louisville,https://louisville.craigslist.org/apa/d/move-in-specials/6737697377.html,MOVE-IN SPECIALS,Oct 31
louisville,https://louisville.craigslist.org/apa/d/spacious-3-bedroom-of/6737694809.html,"Spacious, 3 bedroom of Southern Pkwy",Oct 31
louisville,https://louisville.craigslist.org/apa/d/highlands-eastern-pky-at/6727177292.html,"Highlands, Eastern Pky at Bardstown Rd",Oct 31
louisville,https://louisville.craigslist.org/apa/d/recreation-room-vaulted/6730923622.html,"Recreation Room, Vaulted Ceilings, On-Site Management",Oct 31
louisville,https://louisville.craigslist.org/apa/d/we-cant-wait-to-meet-you/6725983741.html,We Can't Wait to Meet You!!!!,Oct 31
louisville,https://louisville.craigslist.org/apa/d/east-beechwood-village/6737675762.html,East- Beechwood Village,Oct 31
louisville,https://louisville.craigslist.org/apa/d/jeffersonville-downtown/6726547702.html,Jeffersonville Downtown Vintage,Oct 31
louisville,https://louisville.craigslist.org/apa/d/east-end-house-for-rent/6733433042.html,East end House for rent !,Oct 31
louisville,https://louisville.craigslist.org/apa/d/very-large-apartment/6715161597.html,***VERY LARGE APARTMENT***,Oct 31
louisville,https://louisville.craigslist.org/apa/d/very-large-apartment/6719803180.html,***VERY LARGE APARTMENT***,Oct 31
louisville,https://louisville.craigslist.org/apa/d/our-specialists-will-provide/6717709012.html,Our specialists will provide you the finest care pest control service.,Oct 31
louisville,https://louisville.craigslist.org/apa/d/2br-1-2bath-condo-for/6737655798.html,2br-1/2bath Condo for Rent 6512 6 Mile Ln # 4,Oct 31
louisville,https://louisville.craigslist.org/apa/d/highlands-open-house-thursday/6728805210.html,Highlands/Open House Thursday Nov 1 from 5:30 till 6:30,Oct 31
louisville,https://louisville.craigslist.org/apa/d/1-bedroom-huge-on-1st-floor/6737645818.html,"1 BEDROOM HUGE ON 1ST FLOOR OF DUPLEX, W/D HOOKUPS, OFF STREET PARKING",Oct 31
louisville,https://louisville.craigslist.org/apa/d/short-term-lease-garage/6735825414.html,"Short Term Lease, Garage Parking Available, Clubhouse",Oct 31
louisville,https://louisville.craigslist.org/apa/d/welcome-to-your-new-home/6724092251.html,Welcome To Your New Home BRECKINRIDGE SQUARE!  Visit  Us Today!,Oct 31
louisville,https://louisville.craigslist.org/apa/d/online-rental-payments/6730880676.html,"Online Rental Payments, Swimming Pool with New Sundeck, Ample Parking",Oct 31
louisville,https://louisville.craigslist.org/apa/d/attached-garage-is-one-large/6737619364.html,ATTACHED GARAGE IS ONE LARGE STALL WITH ADDITIONAL STORAGE IN THE FRON,Oct 31
louisville,https://louisville.craigslist.org/apa/d/october-special-500-off/6734294365.html,"October Special, $500 Off Through 10/31/18! Apply Today!",Oct 31
louisville,https://louisville.craigslist.org/apa/d/3-2-single-family-home-with/6725618081.html,3/2 SINGLE FAMILY HOME WITH PRIVATE POOL IN CORAL SPRINGS,Oct 31
louisville,https://louisville.craigslist.org/apa/d/3-2-single-family-home-with/6725618070.html,3/2 SINGLE FAMILY HOME WITH PRIVATE POOL IN CORAL SPRINGS,Oct 31
louisville,https://louisville.craigslist.org/apa/d/3-2-single-family-home-with/6725618095.html,3/2 SINGLE FAMILY HOME WITH PRIVATE POOL IN CORAL SPRINGS,Oct 31
louisville,https://louisville.craigslist.org/apa/d/interior-accent-paint-in/6737578116.html,"Interior Accent Paint, In-Suite Washer/Dryer, Controlled Access/Gated",Oct 31
